unique_id,len_total,len_train,len_test,strictly_positive,white_noise,lowercase_d,uppercase_d,seasonality_present,seasonality_type,candidate_sps,significant_sps,all_sps,primary_sp,significant_sps_no_harmonics,all_sps_no_harmonics,primary_sp_no_harmonics,time_taken
W101,392,379,13,True,No,1,0,True,mul,"[13, 52, 26, 4, 9, 39, 22, 48, 35, 17, 30, 5]","[13, 52, 26, 4, 9, 39, 22, 48, 35, 17, 30, 5]",[13],13,"[52, 9, 39, 22, 48, 35, 17, 30]",[52],52,2.8733
W103,2296,2283,13,True,No,1,0,True,mul,"[39, 26, 48, 13, 4, 17, 52, 22, 43, 35, 9, 28, 24, 20]","[39, 26, 48, 13, 4, 17, 52, 22, 43, 35, 9, 28, 24, 20]",[39],39,"[39, 52, 48, 17, 22, 43, 35, 9, 28, 20]",[39],39,2.8733
W104,392,379,13,True,No,2,0,True,add,"[13, 4, 9, 44, 35, 31]","[13, 4, 9, 44, 35, 31]",[13],13,"[13, 44, 9, 35, 31]",[13],13,2.6719
W102,2296,2283,13,True,No,2,0,True,mul,"[52, 13, 26, 39, 2, 9, 50, 4, 48, 24, 11, 22, 28, 46, 35, 37, 30, 17, 15, 44, 54]","[52, 13, 26, 39, 2, 9, 50, 4, 48, 24, 11, 22, 28, 46, 35, 37, 30, 17, 15, 44, 54]",[52],52,"[52, 39, 54, 50, 48, 44, 28, 46, 35, 37, 30, 17]",[52],52,2.977
W10,947,934,13,True,No,1,0,True,add,"[10, 25]","[10, 25]",[10],10,"[10, 25]",[10],10,2.9481
W1,2192,2179,13,True,No,2,0,True,mul,"[26, 52, 4, 44, 12, 14, 22, 40, 8, 48, 60, 30, 56, 20]","[26, 52, 4, 44, 12, 14, 22, 40, 8, 48, 60, 30, 56, 20]",[26],26,"[52, 60, 44, 56, 40, 48]",[52],52,3.0309
W100,2296,2283,13,True,No,2,0,True,mul,"[13, 52, 48, 9, 22, 26, 4, 39, 35, 17, 57, 30, 43]","[13, 52, 48, 9, 22, 26, 4, 39, 35, 17, 57, 30, 43]",[13],13,"[52, 48, 9, 22, 39, 35, 17, 57, 30, 43]",[52],52,3.2214
W106,657,644,13,True,No,2,0,True,add,"[22, 13, 4, 30, 35, 9, 26, 39, 48, 17, 52, 5, 8, 43, 57, 18, 44]","[22, 13, 4, 30, 35, 9, 26, 39, 48, 17, 52, 5, 8, 43, 57, 18, 44]",[22],22,"[44, 52, 30, 35, 18, 39, 48, 17, 43, 57]",[44],44,1.886
W108,2296,2283,13,True,No,2,0,True,mul,"[52, 26, 13, 48, 22, 39, 4, 2, 35, 9, 30, 24, 28, 17, 50, 44, 57]","[52, 26, 13, 48, 22, 39, 4, 2, 35, 9, 30, 24, 28, 17, 50, 44, 57]",[52],52,"[52, 48, 44, 39, 35, 9, 30, 28, 17, 50, 57]",[52],52,2.0894
W11,947,934,13,True,No,1,0,True,mul,"[13, 4, 35, 9]","[13, 4, 35, 9]",[13],13,"[13, 4, 35, 9]",[13],13,2.0206
