unique_id,len_total,len_train,len_test,strictly_positive,white_noise,lowercase_d,uppercase_d,seasonality_present,candidate_sps,significant_sps,all_sps,primary_sp,significant_sps_no_harmonics,all_sps_no_harmonics,primary_sp_no_harmonics,time_taken
W242,1616,1603,13,True,No,1,0,True,"[52, 26, 48, 57, 5, 47, 4, 27, 25, 53, 32, 9]","[52, 26, 48, 57, 5, 47, 4, 27, 25, 53, 32, 9]",[52],52,"[52, 48, 57, 25, 47, 27, 53, 32]",[52],52,13.9118
W243,1636,1623,13,True,No,1,0,True,"[52, 2, 50, 48, 54, 4, 5, 3, 53, 56, 55, 57, 49, 47, 51, 45, 26, 58, 7]","[52, 2, 50, 48, 54, 4, 5, 3, 53, 56, 55, 57, 49, 47, 51, 45, 26, 58, 7]",[52],52,"[52, 58, 50, 48, 54, 56, 55, 57, 53, 49, 47, 51, 45]",[52],52,14.1611
W244,1636,1623,13,True,No,1,0,True,"[2, 52, 4, 50, 54, 6, 48, 56, 8, 55, 57, 53, 47, 46, 49, 58, 45]","[2, 52, 4, 50, 54, 6, 48, 56, 8, 55, 57, 53, 47, 46, 49, 58, 45]",[2],2,"[58, 52, 56, 50, 54, 48, 55, 57, 53, 47, 46, 49, 45]",[58],58,14.3795
W245,1616,1603,13,True,No,1,0,True,"[52, 5, 47, 57, 27, 25, 4, 26, 48, 8, 44]","[52, 5, 47, 57, 27, 25, 4, 26, 48, 8, 44]",[52],52,"[52, 25, 47, 57, 27, 48, 44]",[52],52,14.1761
W246,1616,1603,13,True,No,1,0,True,"[52, 2, 4, 6, 8, 48, 50, 26, 54, 24, 56, 58, 28, 41]","[52, 2, 4, 6, 8, 48, 50, 26, 54, 24, 56, 58, 28, 41]",[52],52,"[52, 58, 56, 54, 48, 50, 41]",[52],52,14.1162
W247,1616,1603,13,True,No,1,0,True,"[52, 4, 48, 56, 2, 39, 13, 57, 5, 26, 9, 47, 22, 43, 50, 35, 8, 54, 44]","[52, 4, 48, 56, 2, 39, 13, 57, 5, 26, 9, 47, 22, 43, 50, 35, 8, 54, 44]",[52],52,"[52, 56, 48, 39, 57, 50, 54, 47, 44, 43, 35]",[52],52,14.1113
W248,2192,2179,13,True,No,2,0,True,"[26, 22, 52, 4, 48, 30, 18, 44, 8, 56, 34, 40, 14, 60, 11]","[26, 22, 52, 4, 48, 30, 18, 44, 8, 56, 34, 40, 14, 60, 11]",[26],26,"[52, 44, 60, 48, 18, 56, 34, 40]",[52],52,19.1029
W249,2192,2179,13,True,No,2,0,True,"[26, 52, 4, 44, 12, 14, 22, 40, 8, 48, 60, 20, 56, 37, 30]","[26, 52, 4, 44, 12, 14, 22, 40, 8, 48, 60, 20, 56, 37, 30]",[26],26,"[52, 60, 44, 56, 40, 48, 37]",[52],52,19.7203
W25,1615,1602,13,True,No,0,0,True,"[2, 52, 3, 4, 53, 51, 5, 50, 54, 49, 6, 48, 55, 47, 56, 7, 46, 57, 8, 45, 58, 9, 44, 59, 10, 43, 60, 11, 42, 12, 13]","[2, 52, 3, 4, 53, 51, 5, 50, 54, 49, 6, 48, 55, 47, 56, 7, 46, 57, 8, 45, 58, 9, 44, 59, 10, 43, 60, 11, 42, 12, 13]",[2],2,"[60, 52, 53, 51, 50, 54, 49, 48, 55, 47, 56, 46, 57, 45, 58, 44, 59, 43, 42]",[60],60,13.2416
W250,2191,2178,13,True,No,2,0,True,"[13, 26, 9, 39, 4, 22, 52, 35, 48, 17, 30, 43, 57, 44, 5, 56, 18, 31, 8, 21]","[13, 26, 9, 39, 4, 22, 52, 35, 48, 17, 30, 43, 57, 44, 5, 56, 18, 31, 8, 21]",[13],13,"[52, 18, 39, 56, 44, 35, 48, 17, 30, 43, 57, 31, 21]",[52],52,19.8878
