unique_id,len_total,len_train,len_test,strictly_positive,white_noise,lowercase_d,uppercase_d,seasonality_present,seasonality_type,candidate_sps,significant_sps,all_sps,primary_sp,significant_sps_no_harmonics,all_sps_no_harmonics,primary_sp_no_harmonics,time_taken
W255,734,721,13,True,No,1,0,True,mul,"[52, 53, 26, 51, 13, 27, 25, 39, 12, 2, 14, 40, 54]","[52, 53, 26, 51, 13, 27, 25, 39, 12, 2, 14, 40, 54]",[52],52,"[52, 53, 51, 54, 25, 39, 12, 14, 40]",[52],52,3.7669
W257,734,721,13,True,No,2,0,False,,[],[1],[1],1,[1],[1],1,2.633
W259,734,721,13,True,No,1,0,True,mul,"[4, 52, 56, 22, 48, 26]","[4, 52, 56, 22, 48, 26]",[4],4,"[56, 52, 22, 48]",[56],56,3.1725
W258,734,721,13,True,No,1,0,True,mul,[36],[36],[36],36,[36],[36],36,3.4029
W26,1615,1602,13,True,No,1,0,True,mul,"[52, 13, 26, 39, 28, 53, 25]","[52, 13, 26, 39, 28, 53, 25]",[52],52,"[52, 39, 28, 53, 25]",[52],52,3.6782
W261,734,721,13,True,No,1,0,True,mul,"[4, 52, 26, 22, 13, 9, 35, 17]","[4, 52, 26, 22, 13, 9, 35, 17]",[4],4,"[52, 22, 9, 35, 17]",[52],52,3.1945
W260,734,721,13,True,No,1,0,True,mul,"[52, 33, 38, 48, 14, 24, 28, 4, 19, 2, 26, 9]","[52, 33, 38, 48, 14, 24, 28, 4, 19, 2, 26, 9]",[52],52,"[52, 33, 38, 48, 28, 9]",[52],52,3.4398
W263,288,275,13,True,No,1,0,True,mul,[18],[18],[18],18,[18],[18],18,2.9441
W262,734,721,13,True,No,2,0,True,mul,"[4, 22, 26, 18, 35, 39, 8, 13, 48]","[4, 22, 26, 18, 35, 39, 8, 13, 48]",[4],4,"[48, 22, 26, 18, 35, 39]",[48],48,3.2942
W264,288,275,13,True,No,1,0,True,mul,"[46, 12]","[46, 12]",[46],46,"[46, 12]",[46],46,3.3351
W266,392,379,13,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,2.5243
W265,392,379,13,True,No,1,0,True,mul,[44],[44],[44],44,[44],[44],44,3.1605
W267,288,275,13,True,No,1,0,True,mul,[46],[46],[46],46,[46],[46],46,3.1386
W269,392,379,13,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,2.7137
W268,392,379,13,True,No,1,0,True,mul,[44],[44],[44],44,[44],[44],44,3.2393
W27,1615,1602,13,True,No,1,0,True,mul,"[52, 39, 6, 26, 15, 31, 13]","[52, 39, 6, 26, 15, 31, 13]",[52],52,"[52, 39, 6, 15, 31]",[52],52,3.7201
W270,953,940,13,True,No,1,0,True,mul,"[39, 10, 40, 8, 26, 4, 14, 52, 45, 22]","[39, 10, 40, 8, 26, 4, 14, 52, 45, 22]",[39],39,"[39, 40, 52, 14, 45, 22]",[39],39,3.3919
W272,392,379,13,True,No,2,0,True,mul,"[55, 60]","[55, 60]",[55],55,"[55, 60]",[55],55,3.4109
W271,953,940,13,True,No,1,0,True,mul,"[39, 8, 52, 26, 40, 45, 22, 4]","[39, 8, 52, 26, 40, 45, 22, 4]",[39],39,"[39, 40, 52, 45, 22]",[39],39,3.4368
W273,1461,1448,13,True,No,2,0,True,mul,[46],[46],[46],46,[46],[46],46,3.9235
W274,392,379,13,True,No,1,0,True,mul,"[52, 13]","[52, 13]",[52],52,[52],[52],52,3.7639
W275,1057,1044,13,True,No,1,0,True,mul,"[13, 39, 26, 48, 52, 4, 9, 22, 35, 17]","[13, 39, 26, 48, 52, 4, 9, 22, 35, 17]",[13],13,"[52, 39, 48, 9, 22, 35, 17]",[52],52,3.7001
W276,392,379,13,True,No,1,0,True,mul,[48],[48],[48],48,[48],[48],48,3.4358
W277,1657,1644,13,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,2.8504
W278,392,379,13,True,No,1,0,True,mul,[44],[44],[44],44,[44],[44],44,3.2563
W279,1057,1044,13,True,No,1,0,True,mul,"[2, 39]","[2, 39]",[2],2,"[2, 39]",[2],2,3.3411
W28,1615,1602,13,True,No,0,0,True,mul,"[52, 2, 53, 51, 3, 4, 54, 26, 50, 27, 25, 5, 6, 24, 28, 7, 55, 49, 8, 48, 47, 23, 9, 56, 29, 10, 11, 46, 13, 57, 12, 22]","[52, 2, 53, 51, 3, 4, 54, 26, 50, 27, 25, 5, 6, 24, 28, 7, 55, 49, 8, 48, 47, 23, 9, 56, 29, 10, 11, 46, 13, 57, 12, 22]",[52],52,"[52, 56, 53, 51, 57, 54, 50, 55, 48, 49, 47, 46, 29, 22]",[52],52,3.6383
W280,1657,1644,13,True,No,1,0,True,mul,"[48, 26, 52, 13, 39, 9, 4, 35, 22, 17, 57, 44, 30, 43, 18, 31, 8]","[48, 26, 52, 13, 39, 9, 4, 35, 22, 17, 57, 44, 30, 43, 18, 31, 8]",[48],48,"[48, 52, 39, 18, 35, 44, 17, 57, 30, 43, 31]",[48],48,3.5525
W281,837,824,13,True,No,1,0,True,mul,"[13, 26, 52, 39, 22, 9, 4, 48, 35, 30, 17]","[13, 26, 52, 39, 22, 9, 4, 48, 35, 30, 17]",[13],13,"[52, 39, 22, 9, 48, 35, 30, 17]",[52],52,3.1586
W282,837,824,13,True,No,1,0,True,mul,"[2, 4, 13, 3, 57, 5, 56, 8, 9, 52, 55, 26, 39]","[2, 4, 13, 3, 57, 5, 56, 8, 9, 52, 55, 26, 39]",[2],2,"[56, 52, 57, 55, 9, 39]",[56],56,3.2184
W283,837,824,13,True,No,1,0,True,mul,"[2, 3, 4, 5, 6, 8, 7, 56, 9, 55, 57]","[2, 3, 4, 5, 6, 8, 7, 56, 9, 55, 57]",[2],2,"[56, 57, 55, 6, 9]",[56],56,3.2194
W284,947,934,13,True,No,1,0,True,mul,[5],[5],[5],5,[5],[5],5,2.974
W285,947,934,13,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,2.632
W286,947,934,13,True,No,2,0,True,mul,"[2, 24, 46]","[2, 24, 46]",[2],2,"[46, 24]",[46],46,3.376
W287,947,934,13,True,No,1,0,True,mul,"[5, 43]","[5, 43]",[5],5,"[5, 43]",[5],5,3.2523
W289,1100,1087,13,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,2.5701
