unique_id,len_total,len_train,len_test,strictly_positive,white_noise,lowercase_d,uppercase_d,seasonality_present,seasonality_type,candidate_sps,significant_sps,all_sps,primary_sp,significant_sps_no_harmonics,all_sps_no_harmonics,primary_sp_no_harmonics,time_taken
Q396,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.9518
Q397,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.887
Q395,52,44,8,True,No,1,1,True,add,[7],[7],[7],7,[7],[7],7,2.244
Q398,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.8132
Q399,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.9249
Q4,44,36,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,2.0206
Q40,44,36,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.869
Q400,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,2.0964
Q401,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,2.2231
Q402,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,2.1343
Q404,52,44,8,True,No,1,1,True,add,"[4, 8]","[4, 8]",[4],4,[8],[8],8,2.0954
Q403,52,44,8,True,No,1,0,True,add,[2],[2],[2],2,[2],[2],2,2.1752
Q406,52,44,8,True,No,1,0,True,add,[2],[2],[2],2,[2],[2],2,2.1612
Q405,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,2.3258
Q407,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,2.1193
Q409,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.8521
Q41,44,36,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.8221
Q408,52,44,8,True,No,1,0,True,add,[2],[2],[2],2,[2],[2],2,2.1353
Q411,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.884
Q410,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.9747
Q413,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.7483
Q412,52,44,8,True,No,1,0,True,mul,[2],[2],[2],2,[2],[2],2,1.878
Q414,52,44,8,True,No,1,2,True,add,[2],[2],[2],2,[2],[2],2,1.8231
Q415,52,44,8,True,No,1,0,True,add,[2],[2],[2],2,[2],[2],2,1.8072
