unique_id,len_total,len_train,len_test,strictly_positive,white_noise,lowercase_d,uppercase_d,seasonality_present,candidate_sps,significant_sps,all_sps,primary_sp,significant_sps_no_harmonics,all_sps_no_harmonics,primary_sp_no_harmonics,time_taken
Q125,44,36,8,True,No,0,0,False,[],[1],[1],1,[1],[1],1,1.9298
Q126,44,36,8,True,No,1,1,True,"[4, 8]","[4, 8]",[4],4,[8],[8],8,2.0256
Q127,44,36,8,True,No,1,1,True,"[4, 8]","[4, 8]",[4],4,[8],[8],8,2.0296
Q128,44,36,8,True,No,0,0,True,"[2, 3]","[2, 3]",[2],2,"[2, 3]",[2],2,2.1193
Q129,46,38,8,True,No,1,1,True,[8],[8],[8],8,[8],[8],8,1.9857
Q13,44,36,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.0505
Q130,43,35,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.9767
Q131,44,36,8,True,No,1,1,True,"[4, 8]","[4, 8]",[4],4,[8],[8],8,1.9458
Q132,45,37,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.1133
Q133,44,36,8,True,No,2,1,True,"[2, 4]","[2, 4]",[2],2,[4],[4],4,2.2051
Q134,44,36,8,True,No,1,1,True,[4],[4],[4],4,[4],[4],4,1.9637
Q135,44,36,8,True,No,1,1,True,"[2, 4]","[2, 4]",[2],2,[4],[4],4,2.1044
Q136,44,36,8,True,No,2,0,True,"[4, 8]","[4, 8]",[4],4,[8],[8],8,2.2779
Q137,44,36,8,True,No,0,0,True,[2],[2],[2],2,[2],[2],2,2.1453
Q138,44,36,8,True,No,1,1,True,"[4, 8]","[4, 8]",[4],4,[8],[8],8,2.1792
Q139,44,36,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.2021
Q14,44,36,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.1423
Q140,44,36,8,True,No,1,1,True,[4],[4],[4],4,[4],[4],4,2.2629
Q141,44,36,8,True,No,1,1,True,[4],[4],[4],4,[4],[4],4,2.3048
Q142,44,36,8,True,No,1,1,True,"[4, 8]","[4, 8]",[4],4,[8],[8],8,2.236
Q143,44,36,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.9049
Q144,44,36,8,True,No,1,0,True,[4],[4],[4],4,[4],[4],4,2.0894
Q145,45,37,8,True,No,1,0,True,[4],[4],[4],4,[4],[4],4,1.9089
Q146,44,36,8,True,No,1,0,True,[4],[4],[4],4,[4],[4],4,2.0585
Q147,44,36,8,True,No,1,1,True,"[4, 8]","[4, 8]",[4],4,[8],[8],8,2.1642
Q148,44,36,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.0655
Q149,40,32,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.0725
Q15,44,36,8,True,No,2,0,False,[],[1],[1],1,[1],[1],1,2.0166
Q150,44,36,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.0615
Q151,44,36,8,True,No,1,2,True,"[2, 4]","[2, 4]",[2],2,[4],[4],4,1.9697
Q152,44,36,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.9897
Q153,44,36,8,True,No,1,1,True,[2],[2],[2],2,[2],[2],2,1.9618
Q154,44,36,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.1742
Q155,44,36,8,True,No,0,1,True,[4],[4],[4],4,[4],[4],4,2.0356
Q156,44,36,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.9667
Q157,43,35,8,True,No,0,0,True,"[2, 3]","[2, 3]",[2],2,"[2, 3]",[2],2,2.1423
Q158,44,36,8,True,No,0,0,False,[],[1],[1],1,[1],[1],1,1.9059
Q159,44,36,8,True,No,0,0,False,[],[1],[1],1,[1],[1],1,2.0994
Q16,43,35,8,True,No,0,2,True,[2],[2],[2],2,[2],[2],2,1.9897
Q160,44,36,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.9039
Q161,44,36,8,True,No,1,0,True,[4],[4],[4],4,[4],[4],4,2.1183
Q162,44,36,8,True,Yes,0,0,False,[],[1],[1],1,[1],[1],1,2.0026
Q163,44,36,8,True,Yes,0,0,False,[],[1],[1],1,[1],[1],1,2.0066
Q164,42,34,8,True,No,1,1,True,[2],[2],[2],2,[2],[2],2,2.24
Q165,44,36,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.0266
Q166,44,36,8,True,Yes,0,0,False,[],[1],[1],1,[1],[1],1,2.0116
Q167,43,35,8,True,No,0,0,True,[2],[2],[2],2,[2],[2],2,2.1004
Q168,43,35,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.1911
Q169,44,36,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.0575
Q17,44,36,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.0685
Q170,44,36,8,True,No,1,1,True,[4],[4],[4],4,[4],[4],4,2.0545
