unique_id,len_total,len_train,len_test,strictly_positive,white_noise,lowercase_d,uppercase_d,seasonality_present,candidate_sps,significant_sps,all_sps,primary_sp,significant_sps_no_harmonics,all_sps_no_harmonics,primary_sp_no_harmonics,time_taken
M1041,134,116,18,True,No,1,0,True,"[3, 2, 4]","[3, 2, 4]",[3],3,"[3, 4]",[3],3,2.1921
M1042,134,116,18,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.2121
M1043,134,116,18,True,No,1,0,True,[15],[15],[15],15,[15],[15],15,2.2849
M1044,134,116,18,True,No,1,0,True,"[3, 2]","[3, 2]",[3],3,"[3, 2]",[3],3,2.4704
M1045,134,116,18,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.251
M1046,134,116,18,True,No,1,0,True,"[2, 3, 4]","[2, 3, 4]",[2],2,"[4, 3]",[4],4,2.229
M1047,134,116,18,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.1273
M1048,142,124,18,True,No,1,0,True,"[12, 3]","[12, 3]",[12],12,[12],[12],12,2.246
M1049,142,124,18,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.2629
M105,69,51,18,True,No,0,0,True,[12],[12],[12],12,[12],[12],12,2.1114
M1050,133,115,18,True,No,1,0,True,"[12, 5, 14]","[12, 5, 14]",[12],12,"[12, 5, 14]",[12],12,2.228
M1051,133,115,18,True,No,1,0,True,"[14, 5, 12]","[14, 5, 12]",[14],14,"[14, 5, 12]",[14],14,2.3776
M1052,133,115,18,True,No,1,0,True,"[12, 5, 14]","[12, 5, 14]",[12],12,"[12, 5, 14]",[12],12,2.25
M1053,133,115,18,True,No,1,0,True,"[5, 12]","[5, 12]",[5],5,"[5, 12]",[5],5,2.1133
M1054,133,115,18,True,No,1,0,True,"[12, 5]","[12, 5]",[12],12,"[12, 5]",[12],12,2.2969
M1055,133,115,18,True,No,1,0,True,"[12, 5]","[12, 5]",[12],12,"[12, 5]",[12],12,2.2939
M1056,133,115,18,True,No,1,0,True,"[4, 12]","[4, 12]",[4],4,[12],[12],12,2.246
M1057,133,115,18,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.3776
M1058,144,126,18,True,No,2,0,True,[9],[9],[9],9,[9],[9],9,2.3607
M1059,144,126,18,True,No,1,1,True,"[12, 24, 36, 48, 60]","[12, 24, 36, 48, 60]",[12],12,"[60, 48, 36]",[60],60,2.4195
M106,69,51,18,True,Yes,0,0,False,[],[1],[1],1,[1],[1],1,2.1233
M1060,144,126,18,True,No,1,0,True,[33],[33],[33],33,[33],[33],33,2.4225
M1061,144,126,18,True,No,1,0,True,"[33, 11]","[33, 11]",[33],33,[33],[33],33,2.3198
M1062,132,114,18,True,No,1,1,True,"[12, 6, 24, 18]","[12, 6, 24, 18]",[12],12,"[24, 18]",[24],24,2.2939
M1063,108,90,18,True,No,1,1,True,"[12, 24, 6]","[12, 24, 6]",[12],12,[24],[24],24,2.4983
M1064,132,114,18,True,No,1,1,True,"[12, 24, 36, 48]","[12, 24, 36, 48]",[12],12,"[48, 36]",[48],48,2.4016
M1065,132,114,18,True,No,1,1,True,"[12, 24, 6, 5, 7]","[12, 24, 6, 5, 7]",[12],12,"[24, 5, 7]",[24],24,2.262
M1066,129,111,18,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.2998
M1067,132,114,18,True,No,1,1,True,"[12, 24, 36, 48]","[12, 24, 36, 48]",[12],12,"[48, 36]",[48],48,2.1951
M1068,132,114,18,True,No,1,1,True,"[12, 24, 36, 48]","[12, 24, 36, 48]",[12],12,"[48, 36]",[48],48,2.4415
M1069,132,114,18,True,No,1,1,True,"[12, 24, 36]","[12, 24, 36]",[12],12,"[36, 24]",[36],36,2.251
M107,69,51,18,True,Yes,0,0,True,[12],[12],[12],12,[12],[12],12,2.3517
M1070,132,114,18,True,No,1,1,True,"[12, 24, 36, 48]","[12, 24, 36, 48]",[12],12,"[48, 36]",[48],48,2.234
M1071,108,90,18,True,No,1,0,True,[12],[12],[12],12,[12],[12],12,2.4205
M1072,84,66,18,True,No,1,1,True,[12],[12],[12],12,[12],[12],12,2.234
M1073,132,114,18,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.3687
M1074,144,126,18,True,No,1,0,True,"[12, 24, 36, 48]","[12, 24, 36, 48]",[12],12,"[48, 36]",[48],48,2.2789
M1075,144,126,18,True,No,1,1,True,"[12, 24, 36, 48]","[12, 24, 36, 48]",[12],12,"[48, 36]",[48],48,2.4365
M1076,144,126,18,True,No,1,0,True,"[12, 24, 36, 48, 60]","[12, 24, 36, 48, 60]",[12],12,"[60, 48, 36]",[60],60,2.5671
M1077,144,126,18,True,No,1,0,True,"[12, 24, 36, 48, 60]","[12, 24, 36, 48, 60]",[12],12,"[60, 48, 36]",[60],60,2.3567
M1078,66,48,18,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.2211
M1079,66,48,18,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.4494
M108,69,51,18,True,Maybe,1,0,False,[],[1],[1],1,[1],[1],1,2.3527
M1080,144,126,18,True,No,1,1,True,"[12, 24, 36, 48, 60]","[12, 24, 36, 48, 60]",[12],12,"[60, 48, 36]",[60],60,2.5392
M1081,144,126,18,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.4445
M1082,144,126,18,True,No,1,0,True,"[12, 24, 36]","[12, 24, 36]",[12],12,"[36, 24]",[36],36,2.613
M1083,144,126,18,True,No,1,1,True,"[12, 24, 36, 48]","[12, 24, 36, 48]",[12],12,"[48, 36]",[48],48,2.627
M1084,144,126,18,True,No,1,0,True,"[2, 3]","[2, 3]",[2],2,"[2, 3]",[2],2,2.6838
M1085,144,126,18,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.6529
M1086,144,126,18,True,No,2,0,True,[11],[11],[11],11,[11],[11],11,2.5751
M1087,144,126,18,True,No,1,0,True,"[3, 5]","[3, 5]",[3],3,"[3, 5]",[3],3,2.5462
M1088,144,126,18,True,No,2,0,False,[],[1],[1],1,[1],[1],1,2.2171
M1089,144,126,18,True,No,2,0,True,[6],[6],[6],6,[6],[6],6,2.8264
M109,69,51,18,True,Maybe,0,0,False,[],[1],[1],1,[1],[1],1,2.5572
M1090,144,126,18,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.4165
M1091,144,126,18,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.7736
M1092,144,126,18,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.6479
M1093,132,114,18,True,No,1,0,True,"[3, 2, 4, 5]","[3, 2, 4, 5]",[3],3,"[3, 4, 5]",[3],3,2.5911
M1094,132,114,18,True,No,1,0,True,"[12, 24, 11]","[12, 24, 11]",[12],12,"[24, 11]",[24],24,2.5342
M1095,132,114,18,True,No,1,0,True,"[12, 24, 6, 9, 3]","[12, 24, 6, 9, 3]",[12],12,"[24, 9]",[24],24,2.627
M1096,132,114,18,True,No,1,0,True,"[12, 24, 9, 3, 36]","[12, 24, 9, 3, 36]",[12],12,"[36, 24]",[36],36,2.616
M1097,132,114,18,True,No,1,1,True,"[12, 24, 36, 6, 48]","[12, 24, 36, 6, 48]",[12],12,"[48, 36]",[48],48,2.4963
M1098,134,116,18,True,No,1,0,True,"[12, 24, 36, 6, 3]","[12, 24, 36, 6, 3]",[12],12,"[36, 24]",[36],36,2.5871
M1099,144,126,18,True,No,1,1,True,"[12, 24, 36, 48]","[12, 24, 36, 48]",[12],12,"[48, 36]",[48],48,2.6918
M11,68,50,18,True,Maybe,0,0,False,[],[1],[1],1,[1],[1],1,2.3627
M110,69,51,18,True,Yes,1,0,False,[],[1],[1],1,[1],[1],1,2.4544
M1100,120,102,18,True,No,1,1,True,"[12, 24, 3, 36, 9]","[12, 24, 3, 36, 9]",[12],12,"[36, 24]",[36],36,2.5552
M1101,120,102,18,True,No,1,1,True,"[12, 3, 6, 24, 9]","[12, 3, 6, 24, 9]",[12],12,"[24, 9]",[24],24,2.6409
M1102,120,102,18,True,No,1,0,True,"[6, 12, 18, 24]","[6, 12, 18, 24]",[6],6,"[24, 18]",[24],24,2.4485
M1103,108,90,18,True,No,1,1,True,"[12, 24, 36]","[12, 24, 36]",[12],12,"[36, 24]",[36],36,2.5193
